ts,freeholdRacewayMallPower,freeholdRacewayMallSchOut,freeholdNJTemp,freeholdNJCondition
2019-06-23T16:15:00-04:00 New_York,1595.295166015625kW,true,79.75°F,partlyCloudy
2019-06-23T16:30:00-04:00 New_York,1587.4298095703125kW,true,79.5°F,partlyCloudy
2019-06-23T16:45:00-04:00 New_York,1617.4140625kW,true,79.25°F,partlyCloudy
2019-06-23T17:00:00-04:00 New_York,1595.5950927734375kW,true,79°F,partlyCloudy
2019-06-23T17:15:00-04:00 New_York,1565.4891357421875kW,true,78.75°F,partlyCloudy
2019-06-23T17:30:00-04:00 New_York,1458.8546142578125kW,true,78.5°F,partlyCloudy
2019-06-23T17:45:00-04:00 New_York,1517.0308837890625kW,true,78.25°F,partlyCloudy
2019-06-23T18:00:00-04:00 New_York,1338.7862548828125kW,true,78°F,partlyCloudy
2019-06-23T18:15:00-04:00 New_York,1009.9807739257812kW,true,77.5°F,partlyCloudy
2019-06-23T18:30:00-04:00 New_York,911.44970703125kW,true,77°F,partlyCloudy
2019-06-23T18:45:00-04:00 New_York,918.1211547851562kW,true,76.5°F,partlyCloudy
2019-06-23T19:00:00-04:00 New_York,711.4134521484375kW,false,76°F,partlyCloudy
2019-06-23T19:15:00-04:00 New_York,510.7342529296875kW,false,75.25°F,partlyCloudy
2019-06-23T19:30:00-04:00 New_York,488.6927795410156kW,false,74.5°F,partlyCloudy
2019-06-23T19:45:00-04:00 New_York,454.86016845703125kW,false,73.75°F,partlyCloudy
2019-06-23T20:00:00-04:00 New_York,443.41998291015625kW,false,73°F,partlyCloudy
2019-06-23T20:15:00-04:00 New_York,449.7900085449219kW,false,72.5°F,partlyCloudy
2019-06-23T20:30:00-04:00 New_York,482.7994079589844kW,false,72°F,partlyCloudy
2019-06-23T20:45:00-04:00 New_York,478.21746826171875kW,false,71.5°F,partlyCloudy
2019-06-23T21:00:00-04:00 New_York,448.59466552734375kW,false,71°F,partlyCloudy
2019-06-23T21:15:00-04:00 New_York,396.54583740234375kW,false,70.75°F,partlyCloudy
2019-06-23T21:30:00-04:00 New_York,382.2743835449219kW,false,70.5°F,partlyCloudy
2019-06-23T21:45:00-04:00 New_York,392.50152587890625kW,false,70.25°F,partlyCloudy
2019-06-23T22:00:00-04:00 New_York,345.4145812988281kW,false,70°F,partlyCloudy
2019-06-23T22:15:00-04:00 New_York,324.1018371582031kW,false,69.5°F,partlyCloudy
2019-06-23T22:30:00-04:00 New_York,331.7707214355469kW,false,69°F,partlyCloudy
2019-06-23T22:45:00-04:00 New_York,341.4639587402344kW,false,68.5°F,partlyCloudy
2019-06-23T23:00:00-04:00 New_York,317.5054016113281kW,false,68°F,partlyCloudy
2019-06-23T23:15:00-04:00 New_York,313.62860107421875kW,false,67.75°F,partlyCloudy
2019-06-23T23:30:00-04:00 New_York,312.1031188964844kW,false,67.5°F,partlyCloudy
2019-06-23T23:45:00-04:00 New_York,320.545166015625kW,false,67.25°F,partlyCloudy
2019-06-24T00:00:00-04:00 New_York,301.8811340332031kW,false,67°F,partlyCloudy
2019-06-24T00:15:00-04:00 New_York,290.1018371582031kW,false,66.75°F,partlyCloudy
2019-06-24T00:30:00-04:00 New_York,311.436767578125kW,false,66.5°F,partlyCloudy
2019-06-24T00:45:00-04:00 New_York,309.8680725097656kW,false,66.25°F,partlyCloudy
2019-06-24T01:00:00-04:00 New_York,295.3402099609375kW,false,66°F,partlyCloudy
2019-06-24T01:15:00-04:00 New_York,281.530517578125kW,false,65.75°F,partlyCloudy
2019-06-24T01:30:00-04:00 New_York,273.17510986328125kW,false,65.5°F,partlyCloudy
2019-06-24T01:45:00-04:00 New_York,276.0649108886719kW,false,65.25°F,partlyCloudy
2019-06-24T02:00:00-04:00 New_York,275.4868469238281kW,false,65°F,partlyCloudy
2019-06-24T02:15:00-04:00 New_York,278.111328125kW,false,64.75°F,partlyCloudy
2019-06-24T02:30:00-04:00 New_York,274.6532287597656kW,false,64.5°F,partlyCloudy
2019-06-24T02:45:00-04:00 New_York,274.74212646484375kW,false,64.25°F,partlyCloudy
2019-06-24T03:00:00-04:00 New_York,280.659912109375kW,false,64°F,partlyCloudy
2019-06-24T03:15:00-04:00 New_York,275.4822998046875kW,false,64°F,partlyCloudy
2019-06-24T03:30:00-04:00 New_York,276.37091064453125kW,false,64°F,partlyCloudy
2019-06-24T03:45:00-04:00 New_York,273.34716796875kW,false,64°F,partlyCloudy
2019-06-24T04:00:00-04:00 New_York,270.749755859375kW,false,64°F,partlyCloudy
2019-06-24T04:15:00-04:00 New_York,269.8012390136719kW,false,64.25°F,partlyCloudy
2019-06-24T04:30:00-04:00 New_York,266.82049560546875kW,false,64.5°F,partlyCloudy
2019-06-24T04:45:00-04:00 New_York,276.8680419921875kW,false,64.75°F,partlyCloudy
2019-06-24T05:00:00-04:00 New_York,268.2987060546875kW,false,65°F,partlyCloudy
2019-06-24T05:15:00-04:00 New_York,255.51138305664062kW,false,65°F,partlyCloudy
2019-06-24T05:30:00-04:00 New_York,275.01287841796875kW,false,65°F,partlyCloudy
2019-06-24T05:45:00-04:00 New_York,254.64759826660156kW,false,65°F,partlyCloudy
2019-06-24T06:00:00-04:00 New_York,225.48654174804688kW,false,65°F,partlyCloudy
2019-06-24T06:15:00-04:00 New_York,223.70127868652344kW,false,65.75°F,partlyCloudy
2019-06-24T06:30:00-04:00 New_York,201.86514282226562kW,false,66.5°F,partlyCloudy
2019-06-24T06:45:00-04:00 New_York,198.1832275390625kW,false,67.25°F,partlyCloudy
2019-06-24T07:00:00-04:00 New_York,223.33953857421875kW,false,68°F,partlyCloudy
2019-06-24T07:15:00-04:00 New_York,229.7853546142578kW,false,68.75°F,partlyCloudy
2019-06-24T07:30:00-04:00 New_York,252.38880920410156kW,false,69.5°F,partlyCloudy
2019-06-24T07:45:00-04:00 New_York,235.88790893554688kW,false,70.25°F,partlyCloudy
2019-06-24T08:00:00-04:00 New_York,270.4452819824219kW,false,71°F,partlyCloudy
2019-06-24T08:15:00-04:00 New_York,345.3675842285156kW,false,71.5°F,partlyCloudy
2019-06-24T08:30:00-04:00 New_York,594.2086791992188kW,false,72°F,partlyCloudy
2019-06-24T08:45:00-04:00 New_York,842.1058959960938kW,false,72.5°F,partlyCloudy
2019-06-24T09:00:00-04:00 New_York,936.00537109375kW,false,73°F,partlyCloudy
2019-06-24T09:15:00-04:00 New_York,986.3662719726562kW,false,73.75°F,partlyCloudy
2019-06-24T09:30:00-04:00 New_York,1039.5311279296875kW,false,74.5°F,partlyCloudy
2019-06-24T09:45:00-04:00 New_York,1183.27880859375kW,false,75.25°F,partlyCloudy
2019-06-24T10:00:00-04:00 New_York,1531.320068359375kW,true,76°F,partlyCloudy
2019-06-24T10:15:00-04:00 New_York,1589.9613037109375kW,true,76.75°F,partlyCloudy
2019-06-24T10:30:00-04:00 New_York,1578.4937744140625kW,true,77.5°F,partlyCloudy
2019-06-24T10:45:00-04:00 New_York,1613.8428955078125kW,true,78.25°F,partlyCloudy
2019-06-24T11:00:00-04:00 New_York,1611.60009765625kW,true,79°F,partlyCloudy
2019-06-24T11:15:00-04:00 New_York,1640.055908203125kW,true,79.75°F,partlyCloudy
2019-06-24T11:30:00-04:00 New_York,1616.08154296875kW,true,80.5°F,partlyCloudy
2019-06-24T11:45:00-04:00 New_York,1658.3134765625kW,true,81.25°F,partlyCloudy
2019-06-24T12:00:00-04:00 New_York,1693.750732421875kW,true,82°F,partlyCloudy
2019-06-24T12:15:00-04:00 New_York,1669.9910888671875kW,true,82°F,partlyCloudy
2019-06-24T12:30:00-04:00 New_York,1647.739990234375kW,true,82°F,partlyCloudy
2019-06-24T12:45:00-04:00 New_York,1687.779541015625kW,true,82°F,partlyCloudy
2019-06-24T13:00:00-04:00 New_York,1697.732177734375kW,true,82°F,partlyCloudy
2019-06-24T13:15:00-04:00 New_York,1678.572265625kW,true,82°F,partlyCloudy
2019-06-24T13:30:00-04:00 New_York,1588.1573486328125kW,true,82°F,partlyCloudy
2019-06-24T13:45:00-04:00 New_York,1615.2957763671875kW,true,82°F,partlyCloudy
2019-06-24T14:00:00-04:00 New_York,1532.619873046875kW,true,82°F,cloudy
2019-06-24T14:15:00-04:00 New_York,1623.7864990234375kW,true,82°F,cloudy
2019-06-24T14:30:00-04:00 New_York,1701.895263671875kW,true,82°F,cloudy
2019-06-24T14:45:00-04:00 New_York,1608.947998046875kW,true,82°F,cloudy
2019-06-24T15:00:00-04:00 New_York,1638.176025390625kW,true,82°F,cloudy
2019-06-24T15:15:00-04:00 New_York,1621.6925048828125kW,true,81.25°F,cloudy
2019-06-24T15:30:00-04:00 New_York,1649.7158203125kW,true,80.5°F,cloudy
2019-06-24T15:45:00-04:00 New_York,1599.2725830078125kW,true,79.75°F,cloudy
2019-06-24T16:00:00-04:00 New_York,1642.1480712890625kW,true,79°F,cloudy
2019-06-24T16:15:00-04:00 New_York,1585.1807861328125kW,true,79.75°F,cloudy
2019-06-24T16:30:00-04:00 New_York,1669.992919921875kW,true,80.5°F,cloudy
2019-06-24T16:45:00-04:00 New_York,1637.1749267578125kW,true,81.25°F,cloudy
2019-06-24T17:00:00-04:00 New_York,1580.1766357421875kW,true,82°F,partlyCloudy
2019-06-24T17:15:00-04:00 New_York,1695.913818359375kW,true,81.75°F,partlyCloudy
2019-06-24T17:30:00-04:00 New_York,1781.526611328125kW,true,81.5°F,partlyCloudy
2019-06-24T17:45:00-04:00 New_York,1805.2200927734375kW,true,81.25°F,partlyCloudy
2019-06-24T18:00:00-04:00 New_York,1829.892578125kW,true,81°F,partlyCloudy
2019-06-24T18:15:00-04:00 New_York,1840.7630615234375kW,true,80.5°F,partlyCloudy
2019-06-24T18:30:00-04:00 New_York,1872.188720703125kW,true,80°F,partlyCloudy
2019-06-24T18:45:00-04:00 New_York,1867.243408203125kW,true,79.5°F,partlyCloudy
2019-06-24T19:00:00-04:00 New_York,1814.9383544921875kW,true,79°F,partlyCloudy
2019-06-24T19:15:00-04:00 New_York,1851.273681640625kW,true,78.25°F,partlyCloudy
2019-06-24T19:30:00-04:00 New_York,1867.2708740234375kW,true,77.5°F,partlyCloudy
2019-06-24T19:45:00-04:00 New_York,1895.131591796875kW,true,76.75°F,partlyCloudy
2019-06-24T20:00:00-04:00 New_York,1924.985595703125kW,true,76°F,partlyCloudy
2019-06-24T20:15:00-04:00 New_York,1964.5155029296875kW,true,75.5°F,partlyCloudy
2019-06-24T20:30:00-04:00 New_York,1908.047119140625kW,true,75°F,partlyCloudy
2019-06-24T20:45:00-04:00 New_York,1731.1544189453125kW,true,74.5°F,partlyCloudy
2019-06-24T21:00:00-04:00 New_York,1612.525634765625kW,false,74°F,partlyCloudy
2019-06-24T21:15:00-04:00 New_York,1533.5496826171875kW,false,73.75°F,partlyCloudy
2019-06-24T21:30:00-04:00 New_York,1172.0421142578125kW,false,73.5°F,partlyCloudy
2019-06-24T21:45:00-04:00 New_York,716.7804565429688kW,false,73.25°F,partlyCloudy
2019-06-24T22:00:00-04:00 New_York,585.0781860351562kW,false,73°F,partlyCloudy
2019-06-24T22:15:00-04:00 New_York,530.0999755859375kW,false,72.75°F,partlyCloudy
2019-06-24T22:30:00-04:00 New_York,498.9991149902344kW,false,72.5°F,partlyCloudy
2019-06-24T22:45:00-04:00 New_York,470.807373046875kW,false,72.25°F,partlyCloudy
2019-06-24T23:00:00-04:00 New_York,383.4055480957031kW,false,72°F,showers
2019-06-24T23:15:00-04:00 New_York,345.1343994140625kW,false,71.75°F,showers
2019-06-24T23:30:00-04:00 New_York,344.3534851074219kW,false,71.5°F,showers
2019-06-24T23:45:00-04:00 New_York,331.1194152832031kW,false,71.25°F,showers
2019-06-25T00:00:00-04:00 New_York,329.06964111328125kW,false,71°F,showers
2019-06-25T00:15:00-04:00 New_York,320.3122253417969kW,false,70.75°F,showers
2019-06-25T00:30:00-04:00 New_York,312.6935119628906kW,false,70.5°F,showers
2019-06-25T00:45:00-04:00 New_York,317.67059326171875kW,false,70.25°F,showers
2019-06-25T01:00:00-04:00 New_York,319.3354187011719kW,false,70°F,showers
2019-06-25T01:15:00-04:00 New_York,299.2053527832031kW,false,70°F,showers
2019-06-25T01:30:00-04:00 New_York,325.860595703125kW,false,70°F,showers
2019-06-25T01:45:00-04:00 New_York,317.7906494140625kW,false,70°F,showers
2019-06-25T02:00:00-04:00 New_York,303.1627502441406kW,false,70°F,rain
2019-06-25T02:15:00-04:00 New_York,295.3092956542969kW,false,70°F,rain
2019-06-25T02:30:00-04:00 New_York,310.0433654785156kW,false,70°F,rain
2019-06-25T02:45:00-04:00 New_York,293.2536315917969kW,false,70°F,rain
2019-06-25T03:00:00-04:00 New_York,295.0124816894531kW,false,70°F,rain
2019-06-25T03:15:00-04:00 New_York,295.8681640625kW,false,70.25°F,rain
2019-06-25T03:30:00-04:00 New_York,299.48193359375kW,false,70.5°F,rain
2019-06-25T03:45:00-04:00 New_York,293.9974060058594kW,false,70.75°F,rain
2019-06-25T04:00:00-04:00 New_York,286.3282775878906kW,false,71°F,rain
2019-06-25T04:15:00-04:00 New_York,285.4766540527344kW,false,71°F,rain
2019-06-25T04:30:00-04:00 New_York,280.14776611328125kW,false,71°F,rain
2019-06-25T04:45:00-04:00 New_York,292.00244140625kW,false,71°F,rain
2019-06-25T05:00:00-04:00 New_York,303.9376525878906kW,false,71°F,rain
2019-06-25T05:15:00-04:00 New_York,301.4436950683594kW,false,71°F,rain
2019-06-25T05:30:00-04:00 New_York,322.7806091308594kW,false,71°F,rain
2019-06-25T05:45:00-04:00 New_York,301.6317138671875kW,false,71°F,rain
2019-06-25T06:00:00-04:00 New_York,308.1392822265625kW,false,71°F,rain
2019-06-25T06:15:00-04:00 New_York,291.25042724609375kW,false,71.25°F,rain
2019-06-25T06:30:00-04:00 New_York,305.49371337890625kW,false,71.5°F,rain
2019-06-25T06:45:00-04:00 New_York,290.9214782714844kW,false,71.75°F,rain
2019-06-25T07:00:00-04:00 New_York,269.08111572265625kW,false,72°F,rain
2019-06-25T07:15:00-04:00 New_York,258.91693115234375kW,false,72.5°F,rain
2019-06-25T07:30:00-04:00 New_York,289.7034912109375kW,false,73°F,rain
2019-06-25T07:45:00-04:00 New_York,296.55950927734375kW,false,73.5°F,rain
2019-06-25T08:00:00-04:00 New_York,320.6656188964844kW,false,74°F,showers
2019-06-25T08:15:00-04:00 New_York,385.94781494140625kW,false,74.25°F,showers
2019-06-25T08:30:00-04:00 New_York,573.4468994140625kW,false,74.5°F,showers
2019-06-25T08:45:00-04:00 New_York,864.2088012695312kW,false,74.75°F,showers
2019-06-25T09:00:00-04:00 New_York,1067.6275634765625kW,false,75°F,showers
2019-06-25T09:15:00-04:00 New_York,1190.4285888671875kW,false,75.5°F,showers
2019-06-25T09:30:00-04:00 New_York,1219.0645751953125kW,false,76°F,showers
2019-06-25T09:45:00-04:00 New_York,1235.5394287109375kW,false,76.5°F,showers
2019-06-25T10:00:00-04:00 New_York,1452.2958984375kW,true,77°F,showers
2019-06-25T10:15:00-04:00 New_York,1548.1717529296875kW,true,77.5°F,showers
2019-06-25T10:30:00-04:00 New_York,1588.3548583984375kW,true,78°F,showers
2019-06-25T10:45:00-04:00 New_York,1611.7122802734375kW,true,78.5°F,showers
2019-06-25T11:00:00-04:00 New_York,1668.701416015625kW,true,79°F,rain
2019-06-25T11:15:00-04:00 New_York,1647.8232421875kW,true,79.5°F,rain
2019-06-25T11:30:00-04:00 New_York,1700.2811279296875kW,true,80°F,rain
2019-06-25T11:45:00-04:00 New_York,1689.527099609375kW,true,80.5°F,rain
2019-06-25T12:00:00-04:00 New_York,1650.8682861328125kW,true,81°F,rain
2019-06-25T12:15:00-04:00 New_York,1685.901611328125kW,true,81.25°F,rain
2019-06-25T12:30:00-04:00 New_York,1706.21435546875kW,true,81.5°F,rain
2019-06-25T12:45:00-04:00 New_York,1673.6143798828125kW,true,81.75°F,rain
2019-06-25T13:00:00-04:00 New_York,1895.7764892578125kW,true,82°F,rain
2019-06-25T13:15:00-04:00 New_York,1668.263916015625kW,true,82.25°F,rain
2019-06-25T13:30:00-04:00 New_York,1728.6995849609375kW,true,82.5°F,rain
2019-06-25T13:45:00-04:00 New_York,1721.5909423828125kW,true,82.75°F,rain
2019-06-25T14:00:00-04:00 New_York,1712.8333740234375kW,true,83°F,showers
2019-06-25T14:15:00-04:00 New_York,1670.17578125kW,true,83.25°F,showers
2019-06-25T14:30:00-04:00 New_York,1717.076171875kW,true,83.5°F,showers
2019-06-25T14:45:00-04:00 New_York,1739.531005859375kW,true,83.75°F,showers
2019-06-25T15:00:00-04:00 New_York,1717.1929931640625kW,true,84°F,showers
2019-06-25T15:15:00-04:00 New_York,1743.5841064453125kW,true,83.75°F,showers
2019-06-25T15:30:00-04:00 New_York,1760.2203369140625kW,true,83.5°F,showers
2019-06-25T15:45:00-04:00 New_York,1776.572265625kW,true,83.25°F,showers
2019-06-25T16:00:00-04:00 New_York,1764.78173828125kW,true,83°F,rain
2019-06-25T16:15:00-04:00 New_York,1844.619140625kW,true,83°F,rain
2019-06-25T16:30:00-04:00 New_York,1740.9638671875kW,true,83°F,rain
2019-06-25T16:45:00-04:00 New_York,1734.2803955078125kW,true,83°F,rain
2019-06-25T17:00:00-04:00 New_York,1736.5391845703125kW,true,83°F,showers
2019-06-25T17:15:00-04:00 New_York,1787.4012451171875kW,true,82.75°F,showers
2019-06-25T17:30:00-04:00 New_York,1732.650634765625kW,true,82.5°F,showers
2019-06-25T17:45:00-04:00 New_York,1845.1878662109375kW,true,82.25°F,showers
2019-06-25T18:00:00-04:00 New_York,1893.9195556640625kW,true,82°F,showers
2019-06-25T18:15:00-04:00 New_York,1802.5638427734375kW,true,81.5°F,showers
2019-06-25T18:30:00-04:00 New_York,1884.0498046875kW,true,81°F,showers
2019-06-25T18:45:00-04:00 New_York,1927.3321533203125kW,true,80.5°F,showers
2019-06-25T19:00:00-04:00 New_York,1985.938232421875kW,true,80°F,showers
2019-06-25T19:15:00-04:00 New_York,2025.1473388671875kW,true,79.5°F,showers
2019-06-25T19:30:00-04:00 New_York,1968.2740478515625kW,true,79°F,showers
2019-06-25T19:45:00-04:00 New_York,1975.7235107421875kW,true,78.5°F,showers
2019-06-25T20:00:00-04:00 New_York,2019.8873291015625kW,true,78°F,partlyCloudy
2019-06-25T20:15:00-04:00 New_York,2067.058349609375kW,true,77.5°F,partlyCloudy
2019-06-25T20:30:00-04:00 New_York,2001.9752197265625kW,true,77°F,partlyCloudy
2019-06-25T20:45:00-04:00 New_York,1857.5572509765625kW,true,76.5°F,partlyCloudy
2019-06-25T21:00:00-04:00 New_York,1709.7706298828125kW,true,76°F,partlyCloudy
2019-06-25T21:15:00-04:00 New_York,1644.369873046875kW,false,75.75°F,partlyCloudy
2019-06-25T21:30:00-04:00 New_York,1086.6383056640625kW,false,75.5°F,partlyCloudy
2019-06-25T21:45:00-04:00 New_York,782.70703125kW,false,75.25°F,partlyCloudy
2019-06-25T22:00:00-04:00 New_York,623.5809936523438kW,false,75°F,partlyCloudy
2019-06-25T22:15:00-04:00 New_York,591.9129028320312kW,false,74.75°F,partlyCloudy
2019-06-25T22:30:00-04:00 New_York,563.5409545898438kW,false,74.5°F,partlyCloudy
2019-06-25T22:45:00-04:00 New_York,512.3199462890625kW,false,74.25°F,partlyCloudy
2019-06-25T23:00:00-04:00 New_York,450.92626953125kW,false,74°F,partlyCloudy
2019-06-25T23:15:00-04:00 New_York,422.8852844238281kW,false,73.75°F,partlyCloudy
2019-06-25T23:30:00-04:00 New_York,386.9362487792969kW,false,73.5°F,partlyCloudy
2019-06-25T23:45:00-04:00 New_York,360.4689636230469kW,false,73.25°F,partlyCloudy
2019-06-26T00:00:00-04:00 New_York,365.76739501953125kW,false,73°F,partlyCloudy
2019-06-26T00:15:00-04:00 New_York,361.51129150390625kW,false,72.75°F,partlyCloudy
2019-06-26T00:30:00-04:00 New_York,343.6844482421875kW,false,72.5°F,partlyCloudy
2019-06-26T00:45:00-04:00 New_York,329.6051940917969kW,false,72.25°F,partlyCloudy
2019-06-26T01:00:00-04:00 New_York,318.4620361328125kW,false,72°F,partlyCloudy
2019-06-26T01:15:00-04:00 New_York,333.3072814941406kW,false,71.75°F,partlyCloudy
2019-06-26T01:30:00-04:00 New_York,333.8144836425781kW,false,71.5°F,partlyCloudy
2019-06-26T01:45:00-04:00 New_York,329.09234619140625kW,false,71.25°F,partlyCloudy
2019-06-26T02:00:00-04:00 New_York,323.2410583496094kW,false,71°F,partlyCloudy
2019-06-26T02:15:00-04:00 New_York,346.56353759765625kW,false,70.75°F,partlyCloudy
2019-06-26T02:30:00-04:00 New_York,329.72625732421875kW,false,70.5°F,partlyCloudy
2019-06-26T02:45:00-04:00 New_York,325.2565002441406kW,false,70.25°F,partlyCloudy
2019-06-26T03:00:00-04:00 New_York,336.0711669921875kW,false,70°F,partlyCloudy
2019-06-26T03:15:00-04:00 New_York,321.1725769042969kW,false,70°F,partlyCloudy
2019-06-26T03:30:00-04:00 New_York,317.6321105957031kW,false,70°F,partlyCloudy
2019-06-26T03:45:00-04:00 New_York,336.7278747558594kW,false,70°F,partlyCloudy
2019-06-26T04:00:00-04:00 New_York,312.5505676269531kW,false,70°F,partlyCloudy
2019-06-26T04:15:00-04:00 New_York,302.7301330566406kW,false,70°F,partlyCloudy
2019-06-26T04:30:00-04:00 New_York,328.9642028808594kW,false,70°F,partlyCloudy
2019-06-26T04:45:00-04:00 New_York,315.203857421875kW,false,70°F,partlyCloudy
2019-06-26T05:00:00-04:00 New_York,308.9231262207031kW,false,70°F,clear
2019-06-26T05:15:00-04:00 New_York,343.9447937011719kW,false,70°F,clear
2019-06-26T05:30:00-04:00 New_York,315.6727600097656kW,false,70°F,clear
2019-06-26T05:45:00-04:00 New_York,304.4762268066406kW,false,70°F,clear
2019-06-26T06:00:00-04:00 New_York,281.0618896484375kW,false,70°F,clear
2019-06-26T06:15:00-04:00 New_York,265.17138671875kW,false,70.5°F,clear
2019-06-26T06:30:00-04:00 New_York,250.1595916748047kW,false,71°F,clear
2019-06-26T06:45:00-04:00 New_York,238.46502685546875kW,false,71.5°F,clear
2019-06-26T07:00:00-04:00 New_York,258.4097900390625kW,false,72°F,clear
2019-06-26T07:15:00-04:00 New_York,281.6643371582031kW,false,72.5°F,clear
2019-06-26T07:30:00-04:00 New_York,296.760009765625kW,false,73°F,clear
2019-06-26T07:45:00-04:00 New_York,301.8395080566406kW,false,73.5°F,clear
2019-06-26T08:00:00-04:00 New_York,347.1965637207031kW,false,74°F,clear
2019-06-26T08:15:00-04:00 New_York,415.1334533691406kW,false,74.25°F,clear
2019-06-26T08:30:00-04:00 New_York,664.7221069335938kW,false,74.5°F,clear
2019-06-26T08:45:00-04:00 New_York,890.4091796875kW,false,74.75°F,clear
2019-06-26T09:00:00-04:00 New_York,978.560791015625kW,false,75°F,clear
2019-06-26T09:15:00-04:00 New_York,1022.69580078125kW,false,75.5°F,clear
2019-06-26T09:30:00-04:00 New_York,1097.01171875kW,false,76°F,clear
2019-06-26T09:45:00-04:00 New_York,1283.2164306640625kW,false,76.5°F,clear
2019-06-26T10:00:00-04:00 New_York,1581.416748046875kW,false,77°F,clear
2019-06-26T10:15:00-04:00 New_York,1626.08740234375kW,true,77.75°F,clear
2019-06-26T10:30:00-04:00 New_York,1640.9251708984375kW,true,78.5°F,clear
2019-06-26T10:45:00-04:00 New_York,1676.6053466796875kW,true,79.25°F,clear
2019-06-26T11:00:00-04:00 New_York,1690.9345703125kW,true,80°F,partlyCloudy
2019-06-26T11:15:00-04:00 New_York,1671.559814453125kW,true,80.5°F,partlyCloudy
2019-06-26T11:30:00-04:00 New_York,1684.996826171875kW,true,81°F,partlyCloudy
2019-06-26T11:45:00-04:00 New_York,1677.7740478515625kW,true,81.5°F,partlyCloudy
2019-06-26T12:00:00-04:00 New_York,1714.371826171875kW,true,82°F,partlyCloudy
2019-06-26T12:15:00-04:00 New_York,1713.6131591796875kW,true,82.25°F,partlyCloudy
2019-06-26T12:30:00-04:00 New_York,1762.886474609375kW,true,82.5°F,partlyCloudy
2019-06-26T12:45:00-04:00 New_York,1774.22119140625kW,true,82.75°F,partlyCloudy
2019-06-26T13:00:00-04:00 New_York,1741.3492431640625kW,true,83°F,partlyCloudy
2019-06-26T13:15:00-04:00 New_York,1762.081298828125kW,true,83.25°F,partlyCloudy
2019-06-26T13:30:00-04:00 New_York,1739.0880126953125kW,true,83.5°F,partlyCloudy
2019-06-26T13:45:00-04:00 New_York,1726.371826171875kW,true,83.75°F,partlyCloudy
2019-06-26T14:00:00-04:00 New_York,1730.63671875kW,true,84°F,partlyCloudy
2019-06-26T14:15:00-04:00 New_York,1669.1258544921875kW,true,84.25°F,partlyCloudy
2019-06-26T14:30:00-04:00 New_York,1682.770751953125kW,true,84.5°F,partlyCloudy
