ts,freeholdRacewayMallPower,freeholdRacewayMallSchOut,freeholdNJTemp,freeholdNJCondition
2019-06-14T16:30:00-04:00 New_York,1362.825439453125kW,true,68.5°F,partlyCloudy
2019-06-14T16:45:00-04:00 New_York,1361.8807373046875kW,true,69.25°F,partlyCloudy
2019-06-14T17:00:00-04:00 New_York,1391.1219482421875kW,true,70°F,partlyCloudy
2019-06-14T17:15:00-04:00 New_York,1407.298095703125kW,true,70°F,partlyCloudy
2019-06-14T17:30:00-04:00 New_York,1379.049560546875kW,true,70°F,partlyCloudy
2019-06-14T17:45:00-04:00 New_York,1407.282958984375kW,true,70°F,partlyCloudy
2019-06-14T18:00:00-04:00 New_York,1395.2462158203125kW,true,70°F,partlyCloudy
2019-06-14T18:15:00-04:00 New_York,1405.10302734375kW,true,69.5°F,partlyCloudy
2019-06-14T18:30:00-04:00 New_York,1453.3553466796875kW,true,69°F,partlyCloudy
2019-06-14T18:45:00-04:00 New_York,1509.3963623046875kW,true,68.5°F,partlyCloudy
2019-06-14T19:00:00-04:00 New_York,1595.482666015625kW,true,68°F,partlyCloudy
2019-06-14T19:15:00-04:00 New_York,1598.1207275390625kW,true,67.5°F,partlyCloudy
2019-06-14T19:30:00-04:00 New_York,1634.6614990234375kW,true,67°F,partlyCloudy
2019-06-14T19:45:00-04:00 New_York,1640.41845703125kW,true,66.5°F,partlyCloudy
2019-06-14T20:00:00-04:00 New_York,1606.8045654296875kW,true,66°F,partlyCloudy
2019-06-14T20:15:00-04:00 New_York,1613.634765625kW,true,65.5°F,partlyCloudy
2019-06-14T20:30:00-04:00 New_York,1669.185302734375kW,true,65°F,partlyCloudy
2019-06-14T20:45:00-04:00 New_York,1566.8446044921875kW,true,64.5°F,partlyCloudy
2019-06-14T21:00:00-04:00 New_York,1501.6572265625kW,false,64°F,partlyCloudy
2019-06-14T21:15:00-04:00 New_York,1431.7176513671875kW,false,63.75°F,partlyCloudy
2019-06-14T21:30:00-04:00 New_York,1291.5718994140625kW,false,63.5°F,partlyCloudy
2019-06-14T21:45:00-04:00 New_York,809.6256713867188kW,false,63.25°F,partlyCloudy
2019-06-14T22:00:00-04:00 New_York,675.4948120117188kW,false,63°F,partlyCloudy
2019-06-14T22:15:00-04:00 New_York,576.9785766601562kW,false,62.75°F,partlyCloudy
2019-06-14T22:30:00-04:00 New_York,536.1128540039062kW,false,62.5°F,partlyCloudy
2019-06-14T22:45:00-04:00 New_York,496.64801025390625kW,false,62.25°F,partlyCloudy
2019-06-14T23:00:00-04:00 New_York,430.8356628417969kW,false,62°F,partlyCloudy
2019-06-14T23:15:00-04:00 New_York,393.2103271484375kW,false,61.5°F,partlyCloudy
2019-06-14T23:30:00-04:00 New_York,374.8018493652344kW,false,61°F,partlyCloudy
2019-06-14T23:45:00-04:00 New_York,359.2016296386719kW,false,60.5°F,partlyCloudy
2019-06-15T00:00:00-04:00 New_York,356.3078918457031kW,false,60°F,partlyCloudy
2019-06-15T00:15:00-04:00 New_York,345.7669372558594kW,false,59.75°F,partlyCloudy
2019-06-15T00:30:00-04:00 New_York,350.3938903808594kW,false,59.5°F,partlyCloudy
2019-06-15T00:45:00-04:00 New_York,343.1653137207031kW,false,59.25°F,partlyCloudy
2019-06-15T01:00:00-04:00 New_York,346.20306396484375kW,false,59°F,partlyCloudy
2019-06-15T01:15:00-04:00 New_York,342.5166931152344kW,false,58.75°F,partlyCloudy
2019-06-15T01:30:00-04:00 New_York,349.5556335449219kW,false,58.5°F,partlyCloudy
2019-06-15T01:45:00-04:00 New_York,336.5877380371094kW,false,58.25°F,partlyCloudy
2019-06-15T02:00:00-04:00 New_York,321.0204772949219kW,false,58°F,cloudy
2019-06-15T02:15:00-04:00 New_York,333.3019104003906kW,false,57.75°F,cloudy
2019-06-15T02:30:00-04:00 New_York,332.8405456542969kW,false,57.5°F,cloudy
2019-06-15T02:45:00-04:00 New_York,331.60345458984375kW,false,57.25°F,cloudy
2019-06-15T03:00:00-04:00 New_York,320.49951171875kW,false,57°F,cloudy
2019-06-15T03:15:00-04:00 New_York,306.87091064453125kW,false,57.25°F,cloudy
2019-06-15T03:30:00-04:00 New_York,318.4735412597656kW,false,57.5°F,cloudy
2019-06-15T03:45:00-04:00 New_York,329.075439453125kW,false,57.75°F,cloudy
2019-06-15T04:00:00-04:00 New_York,319.857177734375kW,false,58°F,cloudy
2019-06-15T04:15:00-04:00 New_York,307.076171875kW,false,58°F,cloudy
2019-06-15T04:30:00-04:00 New_York,302.97637939453125kW,false,58°F,cloudy
2019-06-15T04:45:00-04:00 New_York,319.55560302734375kW,false,58°F,cloudy
2019-06-15T05:00:00-04:00 New_York,308.10687255859375kW,false,58°F,partlyCloudy
2019-06-15T05:15:00-04:00 New_York,290.58245849609375kW,false,58.25°F,partlyCloudy
2019-06-15T05:30:00-04:00 New_York,309.2532043457031kW,false,58.5°F,partlyCloudy
2019-06-15T05:45:00-04:00 New_York,290.7765197753906kW,false,58.75°F,partlyCloudy
2019-06-15T06:00:00-04:00 New_York,287.034423828125kW,false,59°F,partlyCloudy
2019-06-15T06:15:00-04:00 New_York,277.71282958984375kW,false,59.75°F,partlyCloudy
2019-06-15T06:30:00-04:00 New_York,242.76199340820312kW,false,60.5°F,partlyCloudy
2019-06-15T06:45:00-04:00 New_York,226.40330505371094kW,false,61.25°F,partlyCloudy
2019-06-15T07:00:00-04:00 New_York,224.43214416503906kW,false,62°F,partlyCloudy
2019-06-15T07:15:00-04:00 New_York,248.3778076171875kW,false,62.75°F,partlyCloudy
2019-06-15T07:30:00-04:00 New_York,284.8717346191406kW,false,63.5°F,partlyCloudy
2019-06-15T07:45:00-04:00 New_York,304.5035705566406kW,false,64.25°F,partlyCloudy
2019-06-15T08:00:00-04:00 New_York,284.506103515625kW,false,65°F,partlyCloudy
2019-06-15T08:15:00-04:00 New_York,363.9521789550781kW,false,65.75°F,partlyCloudy
2019-06-15T08:30:00-04:00 New_York,533.1557006835938kW,false,66.5°F,partlyCloudy
2019-06-15T08:45:00-04:00 New_York,681.1849975585938kW,false,67.25°F,partlyCloudy
2019-06-15T09:00:00-04:00 New_York,722.7520141601562kW,false,68°F,partlyCloudy
2019-06-15T09:15:00-04:00 New_York,811.4393920898438kW,false,68.75°F,partlyCloudy
2019-06-15T09:30:00-04:00 New_York,861.3240966796875kW,false,69.5°F,partlyCloudy
2019-06-15T09:45:00-04:00 New_York,1069.4920654296875kW,false,70.25°F,partlyCloudy
2019-06-15T10:00:00-04:00 New_York,1286.4017333984375kW,true,71°F,partlyCloudy
2019-06-15T10:15:00-04:00 New_York,1317.888671875kW,true,71.75°F,partlyCloudy
2019-06-15T10:30:00-04:00 New_York,1385.4715576171875kW,true,72.5°F,partlyCloudy
2019-06-15T10:45:00-04:00 New_York,1425.1849365234375kW,true,73.25°F,partlyCloudy
2019-06-15T11:00:00-04:00 New_York,1389.550048828125kW,true,74°F,partlyCloudy
2019-06-15T11:15:00-04:00 New_York,0kW,true,74.5°F,partlyCloudy
2019-06-15T11:30:00-04:00 New_York,0kW,true,75°F,partlyCloudy
2019-06-15T11:45:00-04:00 New_York,0kW,true,75.5°F,partlyCloudy
2019-06-15T12:00:00-04:00 New_York,0kW,true,76°F,partlyCloudy
2019-06-15T12:15:00-04:00 New_York,0kW,true,76.25°F,partlyCloudy
2019-06-15T12:30:00-04:00 New_York,0kW,true,76.5°F,partlyCloudy
2019-06-15T12:45:00-04:00 New_York,0kW,true,76.75°F,partlyCloudy
2019-06-15T13:00:00-04:00 New_York,0kW,true,77°F,partlyCloudy
2019-06-15T13:15:00-04:00 New_York,0kW,true,77.25°F,partlyCloudy
2019-06-15T13:30:00-04:00 New_York,0kW,true,77.5°F,partlyCloudy
2019-06-15T13:45:00-04:00 New_York,0kW,true,77.75°F,partlyCloudy
2019-06-15T14:00:00-04:00 New_York,0kW,true,78°F,partlyCloudy
2019-06-15T14:15:00-04:00 New_York,0kW,true,78.25°F,partlyCloudy
2019-06-15T14:30:00-04:00 New_York,0kW,true,78.5°F,partlyCloudy
2019-06-15T14:45:00-04:00 New_York,0kW,true,78.75°F,partlyCloudy
2019-06-15T15:00:00-04:00 New_York,0kW,true,79°F,partlyCloudy
2019-06-15T15:15:00-04:00 New_York,0kW,true,78.5°F,partlyCloudy
2019-06-15T15:30:00-04:00 New_York,1131.9578857421875kW,true,78°F,partlyCloudy
2019-06-15T15:45:00-04:00 New_York,1599.0032958984375kW,true,77.5°F,partlyCloudy
2019-06-15T16:00:00-04:00 New_York,1664.5029296875kW,true,77°F,partlyCloudy
2019-06-15T16:15:00-04:00 New_York,1628.3544921875kW,true,76.75°F,partlyCloudy
2019-06-15T16:30:00-04:00 New_York,1618.1383056640625kW,true,76.5°F,partlyCloudy
2019-06-15T16:45:00-04:00 New_York,1634.2840576171875kW,true,76.25°F,partlyCloudy
2019-06-15T17:00:00-04:00 New_York,1636.1968994140625kW,true,76°F,partlyCloudy
2019-06-15T17:15:00-04:00 New_York,1640.79833984375kW,true,75.75°F,partlyCloudy
2019-06-15T17:30:00-04:00 New_York,1596.7069091796875kW,true,75.5°F,partlyCloudy
2019-06-15T17:45:00-04:00 New_York,1524.3115234375kW,true,75.25°F,partlyCloudy
2019-06-15T18:00:00-04:00 New_York,1547.744140625kW,true,75°F,partlyCloudy
2019-06-15T18:15:00-04:00 New_York,1560.3614501953125kW,true,74.5°F,partlyCloudy
2019-06-15T18:30:00-04:00 New_York,1609.2042236328125kW,true,74°F,partlyCloudy
2019-06-15T18:45:00-04:00 New_York,1748.1776123046875kW,true,73.5°F,partlyCloudy
2019-06-15T19:00:00-04:00 New_York,1862.8016357421875kW,true,73°F,partlyCloudy
2019-06-15T19:15:00-04:00 New_York,1872.564208984375kW,true,72.5°F,partlyCloudy
2019-06-15T19:30:00-04:00 New_York,1767.865478515625kW,true,72°F,partlyCloudy
2019-06-15T19:45:00-04:00 New_York,1775.44580078125kW,true,71.5°F,partlyCloudy
2019-06-15T20:00:00-04:00 New_York,1804.39404296875kW,true,71°F,partlyCloudy
2019-06-15T20:15:00-04:00 New_York,1896.7579345703125kW,true,70.75°F,partlyCloudy
2019-06-15T20:30:00-04:00 New_York,1722.1451416015625kW,true,70.5°F,partlyCloudy
2019-06-15T20:45:00-04:00 New_York,1651.8311767578125kW,true,70.25°F,partlyCloudy
2019-06-15T21:00:00-04:00 New_York,1597.301513671875kW,false,70°F,partlyCloudy
2019-06-15T21:15:00-04:00 New_York,1548.1746826171875kW,false,69.75°F,partlyCloudy
2019-06-15T21:30:00-04:00 New_York,1066.2322998046875kW,false,69.5°F,partlyCloudy
2019-06-15T21:45:00-04:00 New_York,753.5237426757812kW,false,69.25°F,partlyCloudy
2019-06-15T22:00:00-04:00 New_York,629.7770385742188kW,false,69°F,partlyCloudy
2019-06-15T22:15:00-04:00 New_York,570.8672485351562kW,false,69°F,partlyCloudy
2019-06-15T22:30:00-04:00 New_York,548.4830322265625kW,false,69°F,partlyCloudy
2019-06-15T22:45:00-04:00 New_York,515.3551635742188kW,false,69°F,partlyCloudy
2019-06-15T23:00:00-04:00 New_York,476.8342590332031kW,false,69°F,partlyCloudy
2019-06-15T23:15:00-04:00 New_York,318.496337890625kW,false,69°F,partlyCloudy
2019-06-15T23:30:00-04:00 New_York,377.4967041015625kW,false,69°F,partlyCloudy
2019-06-15T23:45:00-04:00 New_York,363.88330078125kW,false,69°F,partlyCloudy
2019-06-16T00:00:00-04:00 New_York,361.0208740234375kW,false,69°F,partlyCloudy
2019-06-16T00:15:00-04:00 New_York,345.3522033691406kW,false,69°F,partlyCloudy
2019-06-16T00:30:00-04:00 New_York,355.0693054199219kW,false,69°F,partlyCloudy
2019-06-16T00:45:00-04:00 New_York,346.3459777832031kW,false,69°F,partlyCloudy
2019-06-16T01:00:00-04:00 New_York,95.87925720214844kW,false,69°F,partlyCloudy
2019-06-16T01:15:00-04:00 New_York,88.91297912597656kW,false,68.75°F,partlyCloudy
2019-06-16T01:30:00-04:00 New_York,92.23292541503906kW,false,68.5°F,partlyCloudy
2019-06-16T01:45:00-04:00 New_York,94.64682006835938kW,false,68.25°F,partlyCloudy
2019-06-16T02:00:00-04:00 New_York,93.70843505859375kW,false,68°F,partlyCloudy
2019-06-16T02:15:00-04:00 New_York,502.0955505371094kW,false,68°F,partlyCloudy
2019-06-16T02:30:00-04:00 New_York,342.3453369140625kW,false,68°F,partlyCloudy
2019-06-16T02:45:00-04:00 New_York,330.3726806640625kW,false,68°F,partlyCloudy
2019-06-16T03:00:00-04:00 New_York,328.37933349609375kW,false,68°F,partlyCloudy
2019-06-16T03:15:00-04:00 New_York,327.27032470703125kW,false,68°F,partlyCloudy
2019-06-16T03:30:00-04:00 New_York,327.03338623046875kW,false,68°F,partlyCloudy
2019-06-16T03:45:00-04:00 New_York,322.54205322265625kW,false,68°F,partlyCloudy
2019-06-16T04:00:00-04:00 New_York,325.53155517578125kW,false,68°F,partlyCloudy
2019-06-16T04:15:00-04:00 New_York,321.2661437988281kW,false,68°F,partlyCloudy
2019-06-16T04:30:00-04:00 New_York,327.5550537109375kW,false,68°F,partlyCloudy
2019-06-16T04:45:00-04:00 New_York,325.12225341796875kW,false,68°F,partlyCloudy
2019-06-16T05:00:00-04:00 New_York,345.3152160644531kW,false,68°F,partlyCloudy
2019-06-16T05:15:00-04:00 New_York,323.04461669921875kW,false,68.25°F,partlyCloudy
2019-06-16T05:30:00-04:00 New_York,337.2100524902344kW,false,68.5°F,partlyCloudy
2019-06-16T05:45:00-04:00 New_York,312.66168212890625kW,false,68.75°F,partlyCloudy
2019-06-16T06:00:00-04:00 New_York,302.2834777832031kW,false,69°F,partlyCloudy
2019-06-16T06:15:00-04:00 New_York,262.22900390625kW,false,69°F,partlyCloudy
2019-06-16T06:30:00-04:00 New_York,263.9903869628906kW,false,69°F,partlyCloudy
2019-06-16T06:45:00-04:00 New_York,260.6877746582031kW,false,69°F,partlyCloudy
2019-06-16T07:00:00-04:00 New_York,252.38572692871094kW,false,69°F,partlyCloudy
2019-06-16T07:15:00-04:00 New_York,258.8253479003906kW,false,69.25°F,partlyCloudy
2019-06-16T07:30:00-04:00 New_York,260.74853515625kW,false,69.5°F,partlyCloudy
2019-06-16T07:45:00-04:00 New_York,263.60076904296875kW,false,69.75°F,partlyCloudy
2019-06-16T08:00:00-04:00 New_York,403.2425537109375kW,false,70°F,partlyCloudy
2019-06-16T08:15:00-04:00 New_York,592.6857299804688kW,false,70.25°F,partlyCloudy
2019-06-16T08:30:00-04:00 New_York,604.869873046875kW,false,70.5°F,partlyCloudy
2019-06-16T08:45:00-04:00 New_York,601.4736938476562kW,false,70.75°F,partlyCloudy
2019-06-16T09:00:00-04:00 New_York,617.6278686523438kW,false,71°F,partlyCloudy
2019-06-16T09:15:00-04:00 New_York,653.657470703125kW,false,71.5°F,partlyCloudy
2019-06-16T09:30:00-04:00 New_York,684.2687377929688kW,false,72°F,partlyCloudy
2019-06-16T09:45:00-04:00 New_York,740.2243041992188kW,false,72.5°F,partlyCloudy
2019-06-16T10:00:00-04:00 New_York,768.94287109375kW,false,73°F,partlyCloudy
2019-06-16T10:15:00-04:00 New_York,783.51318359375kW,false,73.25°F,partlyCloudy
2019-06-16T10:30:00-04:00 New_York,851.1113891601562kW,false,73.5°F,partlyCloudy
2019-06-16T10:45:00-04:00 New_York,1079.3052978515625kW,false,73.75°F,partlyCloudy
2019-06-16T11:00:00-04:00 New_York,1401.344482421875kW,true,74°F,partlyCloudy
2019-06-16T11:15:00-04:00 New_York,1550.903564453125kW,true,74.5°F,partlyCloudy
2019-06-16T11:30:00-04:00 New_York,1578.34814453125kW,true,75°F,partlyCloudy
2019-06-16T11:45:00-04:00 New_York,1595.1483154296875kW,true,75.5°F,partlyCloudy
2019-06-16T12:00:00-04:00 New_York,1602.7822265625kW,true,76°F,partlyCloudy
2019-06-16T12:15:00-04:00 New_York,1632.0482177734375kW,true,76°F,partlyCloudy
2019-06-16T12:30:00-04:00 New_York,1647.315673828125kW,true,76°F,partlyCloudy
2019-06-16T12:45:00-04:00 New_York,1612.7393798828125kW,true,76°F,partlyCloudy
2019-06-16T13:00:00-04:00 New_York,1677.288818359375kW,true,76°F,partlyCloudy
2019-06-16T13:15:00-04:00 New_York,1867.1156005859375kW,true,76°F,partlyCloudy
2019-06-16T13:30:00-04:00 New_York,1806.1640625kW,true,76°F,partlyCloudy
2019-06-16T13:45:00-04:00 New_York,1701.097412109375kW,true,76°F,partlyCloudy
2019-06-16T14:00:00-04:00 New_York,1534.3818359375kW,true,76°F,showers
2019-06-16T14:15:00-04:00 New_York,1570.69970703125kW,true,76.25°F,showers
2019-06-16T14:30:00-04:00 New_York,1621.2769775390625kW,true,76.5°F,showers
2019-06-16T14:45:00-04:00 New_York,1634.4525146484375kW,true,76.75°F,showers
2019-06-16T15:00:00-04:00 New_York,1629.5521240234375kW,true,77°F,showers
2019-06-16T15:15:00-04:00 New_York,1649.2169189453125kW,true,76.75°F,showers
2019-06-16T15:30:00-04:00 New_York,1629.6578369140625kW,true,76.5°F,showers
2019-06-16T15:45:00-04:00 New_York,1647.15576171875kW,true,76.25°F,showers
2019-06-16T16:00:00-04:00 New_York,1649.4664306640625kW,true,76°F,showers
2019-06-16T16:15:00-04:00 New_York,1777.1614990234375kW,true,76.25°F,showers
2019-06-16T16:30:00-04:00 New_York,1761.1273193359375kW,true,76.5°F,showers
2019-06-16T16:45:00-04:00 New_York,1793.856689453125kW,true,76.75°F,showers
2019-06-16T17:00:00-04:00 New_York,1729.226318359375kW,true,77°F,showers
2019-06-16T17:15:00-04:00 New_York,1704.593505859375kW,true,76.75°F,showers
2019-06-16T17:30:00-04:00 New_York,1715.5587158203125kW,true,76.5°F,showers
2019-06-16T17:45:00-04:00 New_York,1792.93310546875kW,true,76.25°F,showers
2019-06-16T18:00:00-04:00 New_York,1577.2574462890625kW,true,76°F,showers
2019-06-16T18:15:00-04:00 New_York,1376.34521484375kW,true,75.75°F,showers
2019-06-16T18:30:00-04:00 New_York,1346.3310546875kW,true,75.5°F,showers
2019-06-16T18:45:00-04:00 New_York,1245.0369873046875kW,true,75.25°F,showers
2019-06-16T19:00:00-04:00 New_York,988.6478271484375kW,false,75°F,showers
2019-06-16T19:15:00-04:00 New_York,721.0478515625kW,false,74.75°F,showers
2019-06-16T19:30:00-04:00 New_York,581.8547973632812kW,false,74.5°F,showers
2019-06-16T19:45:00-04:00 New_York,497.961669921875kW,false,74.25°F,showers
2019-06-16T20:00:00-04:00 New_York,527.62451171875kW,false,74°F,rain
2019-06-16T20:15:00-04:00 New_York,548.105712890625kW,false,73.75°F,rain
2019-06-16T20:30:00-04:00 New_York,548.5476684570312kW,false,73.5°F,rain
2019-06-16T20:45:00-04:00 New_York,540.7938842773438kW,false,73.25°F,rain
2019-06-16T21:00:00-04:00 New_York,527.424560546875kW,false,73°F,rain
2019-06-16T21:15:00-04:00 New_York,495.04644775390625kW,false,72.75°F,rain
2019-06-16T21:30:00-04:00 New_York,462.3655700683594kW,false,72.5°F,rain
2019-06-16T21:45:00-04:00 New_York,482.81817626953125kW,false,72.25°F,rain
2019-06-16T22:00:00-04:00 New_York,413.7738342285156kW,false,72°F,rain
2019-06-16T22:15:00-04:00 New_York,381.7491760253906kW,false,71.75°F,rain
2019-06-16T22:30:00-04:00 New_York,360.5641784667969kW,false,71.5°F,rain
2019-06-16T22:45:00-04:00 New_York,362.20281982421875kW,false,71.25°F,rain
2019-06-16T23:00:00-04:00 New_York,361.30572509765625kW,false,71°F,partlyCloudy
2019-06-16T23:15:00-04:00 New_York,355.02630615234375kW,false,70.75°F,partlyCloudy
2019-06-16T23:30:00-04:00 New_York,362.8357849121094kW,false,70.5°F,partlyCloudy
2019-06-16T23:45:00-04:00 New_York,351.6055603027344kW,false,70.25°F,partlyCloudy
2019-06-17T00:00:00-04:00 New_York,339.3702697753906kW,false,70°F,partlyCloudy
2019-06-17T00:15:00-04:00 New_York,330.2287292480469kW,false,70°F,partlyCloudy
2019-06-17T00:30:00-04:00 New_York,351.5957946777344kW,false,70°F,partlyCloudy
2019-06-17T00:45:00-04:00 New_York,339.2559814453125kW,false,70°F,partlyCloudy
2019-06-17T01:00:00-04:00 New_York,326.7528381347656kW,false,70°F,partlyCloudy
2019-06-17T01:15:00-04:00 New_York,338.5676574707031kW,false,69.75°F,partlyCloudy
2019-06-17T01:30:00-04:00 New_York,327.11883544921875kW,false,69.5°F,partlyCloudy
2019-06-17T01:45:00-04:00 New_York,338.10015869140625kW,false,69.25°F,partlyCloudy
2019-06-17T02:00:00-04:00 New_York,333.3388977050781kW,false,69°F,showers
2019-06-17T02:15:00-04:00 New_York,344.4500427246094kW,false,69°F,showers
2019-06-17T02:30:00-04:00 New_York,328.56884765625kW,false,69°F,showers
2019-06-17T02:45:00-04:00 New_York,323.5537414550781kW,false,69°F,showers
2019-06-17T03:00:00-04:00 New_York,332.9745178222656kW,false,69°F,showers
2019-06-17T03:15:00-04:00 New_York,330.97784423828125kW,false,69°F,showers
2019-06-17T03:30:00-04:00 New_York,328.95806884765625kW,false,69°F,showers
2019-06-17T03:45:00-04:00 New_York,336.6088562011719kW,false,69°F,showers
2019-06-17T04:00:00-04:00 New_York,335.4013366699219kW,false,69°F,showers
2019-06-17T04:15:00-04:00 New_York,328.16778564453125kW,false,69.25°F,showers
2019-06-17T04:30:00-04:00 New_York,325.6599426269531kW,false,69.5°F,showers
2019-06-17T04:45:00-04:00 New_York,324.35040283203125kW,false,69.75°F,showers
2019-06-17T05:00:00-04:00 New_York,333.9423828125kW,false,70°F,partlyCloudy
2019-06-17T05:15:00-04:00 New_York,316.0166015625kW,false,70°F,partlyCloudy
2019-06-17T05:30:00-04:00 New_York,316.5082702636719kW,false,70°F,partlyCloudy
2019-06-17T05:45:00-04:00 New_York,302.53607177734375kW,false,70°F,partlyCloudy
2019-06-17T06:00:00-04:00 New_York,314.7782287597656kW,false,70°F,partlyCloudy
2019-06-17T06:15:00-04:00 New_York,299.9320068359375kW,false,70.25°F,partlyCloudy
2019-06-17T06:30:00-04:00 New_York,291.72943115234375kW,false,70.5°F,partlyCloudy
2019-06-17T06:45:00-04:00 New_York,295.70947265625kW,false,70.75°F,partlyCloudy
2019-06-17T07:00:00-04:00 New_York,294.2950134277344kW,false,71°F,partlyCloudy
2019-06-17T07:15:00-04:00 New_York,285.4253845214844kW,false,71.25°F,partlyCloudy
2019-06-17T07:30:00-04:00 New_York,305.6092224121094kW,false,71.5°F,partlyCloudy
2019-06-17T07:45:00-04:00 New_York,320.8663330078125kW,false,71.75°F,partlyCloudy
2019-06-17T08:00:00-04:00 New_York,356.62237548828125kW,false,72°F,partlyCloudy
2019-06-17T08:15:00-04:00 New_York,474.2153015136719kW,false,72.25°F,partlyCloudy
2019-06-17T08:30:00-04:00 New_York,756.8152465820312kW,false,72.5°F,partlyCloudy
2019-06-17T08:45:00-04:00 New_York,951.3794555664062kW,false,72.75°F,partlyCloudy
2019-06-17T09:00:00-04:00 New_York,1019.5285034179688kW,false,73°F,partlyCloudy
2019-06-17T09:15:00-04:00 New_York,1055.0419921875kW,false,73.25°F,partlyCloudy
2019-06-17T09:30:00-04:00 New_York,1084.2713623046875kW,false,73.5°F,partlyCloudy
2019-06-17T09:45:00-04:00 New_York,1248.4320068359375kW,false,73.75°F,partlyCloudy
2019-06-17T10:00:00-04:00 New_York,1456.4866943359375kW,true,74°F,partlyCloudy
2019-06-17T10:15:00-04:00 New_York,1512.6026611328125kW,true,74.5°F,partlyCloudy
2019-06-17T10:30:00-04:00 New_York,1511.218017578125kW,true,75°F,partlyCloudy
2019-06-17T10:45:00-04:00 New_York,1547.730712890625kW,true,75.5°F,partlyCloudy
2019-06-17T11:00:00-04:00 New_York,1548.530517578125kW,true,76°F,partlyCloudy
2019-06-17T11:15:00-04:00 New_York,1563.3717041015625kW,true,76.25°F,partlyCloudy
2019-06-17T11:30:00-04:00 New_York,1579.9803466796875kW,true,76.5°F,partlyCloudy
2019-06-17T11:45:00-04:00 New_York,1611.5103759765625kW,true,76.75°F,partlyCloudy
2019-06-17T12:00:00-04:00 New_York,1614.3680419921875kW,true,77°F,partlyCloudy
2019-06-17T12:15:00-04:00 New_York,1565.6092529296875kW,true,77°F,partlyCloudy
2019-06-17T12:30:00-04:00 New_York,1564.5548095703125kW,true,77°F,partlyCloudy
2019-06-17T12:45:00-04:00 New_York,1617.4444580078125kW,true,77°F,partlyCloudy
2019-06-17T13:00:00-04:00 New_York,1568.5450439453125kW,true,77°F,partlyCloudy
2019-06-17T13:15:00-04:00 New_York,1601.7313232421875kW,true,77.25°F,partlyCloudy
2019-06-17T13:30:00-04:00 New_York,1652.4442138671875kW,true,77.5°F,partlyCloudy
2019-06-17T13:45:00-04:00 New_York,1710.6968994140625kW,true,77.75°F,partlyCloudy
2019-06-17T14:00:00-04:00 New_York,1660.89404296875kW,true,78°F,showers
2019-06-17T14:15:00-04:00 New_York,1699.4306640625kW,true,78.25°F,showers
2019-06-17T14:30:00-04:00 New_York,1691.38525390625kW,true,78.5°F,showers
2019-06-17T14:45:00-04:00 New_York,1804.45654296875kW,true,78.75°F,showers
2019-06-17T15:00:00-04:00 New_York,1742.0257568359375kW,true,79°F,showers
2019-06-17T15:15:00-04:00 New_York,1668.5159912109375kW,true,79°F,showers
2019-06-17T15:30:00-04:00 New_York,1613.6387939453125kW,true,79°F,showers
2019-06-17T15:45:00-04:00 New_York,1637.5335693359375kW,true,79°F,showers
2019-06-17T16:00:00-04:00 New_York,1669.367919921875kW,true,79°F,showers
2019-06-17T16:15:00-04:00 New_York,1685.0692138671875kW,true,79.25°F,showers
2019-06-17T16:30:00-04:00 New_York,1764.069580078125kW,true,79.5°F,showers
2019-06-17T16:45:00-04:00 New_York,1891.583251953125kW,true,79.75°F,showers
2019-06-17T17:00:00-04:00 New_York,1851.716796875kW,true,80°F,partlyCloudy
2019-06-17T17:15:00-04:00 New_York,1787.9189453125kW,true,79.75°F,partlyCloudy
2019-06-17T17:30:00-04:00 New_York,1896.574462890625kW,true,79.5°F,partlyCloudy
2019-06-17T17:45:00-04:00 New_York,1815.539794921875kW,true,79.25°F,partlyCloudy
2019-06-17T18:00:00-04:00 New_York,1842.7550048828125kW,true,79°F,partlyCloudy
2019-06-17T18:15:00-04:00 New_York,1854.34814453125kW,true,78.5°F,partlyCloudy
2019-06-17T18:30:00-04:00 New_York,1854.6279296875kW,true,78°F,partlyCloudy
2019-06-17T18:45:00-04:00 New_York,1874.80810546875kW,true,77.5°F,partlyCloudy
2019-06-17T19:00:00-04:00 New_York,1844.0191650390625kW,true,77°F,partlyCloudy
2019-06-17T19:15:00-04:00 New_York,1845.2713623046875kW,true,76.75°F,partlyCloudy
2019-06-17T19:30:00-04:00 New_York,1838.454345703125kW,true,76.5°F,partlyCloudy
2019-06-17T19:45:00-04:00 New_York,1803.3868408203125kW,true,76.25°F,partlyCloudy
2019-06-17T20:00:00-04:00 New_York,1849.1669921875kW,true,76°F,rain
2019-06-17T20:15:00-04:00 New_York,1842.7674560546875kW,true,75.5°F,rain
2019-06-17T20:30:00-04:00 New_York,1829.2353515625kW,true,75°F,rain
2019-06-17T20:45:00-04:00 New_York,1742.6788330078125kW,true,74.5°F,rain
2019-06-17T21:00:00-04:00 New_York,1654.3773193359375kW,false,74°F,rain
2019-06-17T21:15:00-04:00 New_York,1582.9122314453125kW,false,73.5°F,rain
2019-06-17T21:30:00-04:00 New_York,1069.7958984375kW,false,73°F,rain
2019-06-17T21:45:00-04:00 New_York,731.1583862304688kW,false,72.5°F,rain
2019-06-17T22:00:00-04:00 New_York,637.052001953125kW,false,72°F,rain
2019-06-17T22:15:00-04:00 New_York,579.3860473632812kW,false,71.75°F,rain
